,基本形,品詞,スコア
63053,cuticula,名詞,-0.0166226
63054,superfund,名詞,-0.016625
63055,merging,形容詞,-0.0166257
63056,black-haired,形容詞,-0.0166265
63057,dark-haired,形容詞,-0.0166266
63058,brown-haired,形容詞,-0.0166266
63059,waterbuck,名詞,-0.0166303
63060,wager,名詞,-0.0166327
63061,pleximeter,名詞,-0.0166334
63062,plessimeter,名詞,-0.0166334
63063,editorial,名詞,-0.0166366
63064,stylized,形容詞,-0.0166379
63065,stylised,形容詞,-0.0166379
63066,conventionalized,形容詞,-0.0166379
63067,conventionalised,形容詞,-0.0166379
63068,tile,名詞,-0.0166391
63069,alliteration,名詞,-0.0166392
63070,sardis,名詞,-0.0166395
63071,membranous,形容詞,-0.0166406
63072,tenderize,動詞,-0.0166419
63073,tenderise,動詞,-0.0166419
63074,decentralizing,形容詞,-0.0166472
63075,decentralising,形容詞,-0.0166472
63076,whalebone,名詞,-0.0166488
63077,pteridaceae,名詞,-0.0166542
63078,overcapitalization,名詞,-0.0166608
63079,overcapitalisation,名詞,-0.0166608
63080,myelin,名詞,-0.0166661
63081,flay,動詞,-0.0166668
63082,marlinspike,名詞,-0.0166676
63083,marlingspike,名詞,-0.0166676
63084,marlinespike,名詞,-0.0166676
63085,impressed,形容詞,-0.016675
63086,crenellation,名詞,-0.0166757
63087,crenelation,名詞,-0.0166757
63088,myiasis,名詞,-0.0166809
63089,schema,名詞,-0.0166825
63090,segregated,形容詞,-0.0166855
63091,sadducee,名詞,-0.0166877
63092,trusteeship,名詞,-0.0166881
63093,melanthiaceae,名詞,-0.0166899
63094,hitchhiker,名詞,-0.016691
63095,braised,形容詞,-0.0166929
63096,valgus,形容詞,-0.0166944
63097,mobilization,名詞,-0.0166994
63098,duologue,名詞,-0.0167028
63099,abcoulomb,名詞,-0.0167076
63100,invoice,動詞,-0.0167105
63101,metabolically,副詞,-0.0167115
63102,crosstie,名詞,-0.0167126
63103,neuter,動詞,-0.0167147
63104,find,動詞,-0.0167148
63105,intone,動詞,-0.016717
63106,geld,動詞,-0.0167173
63107,eolian,名詞,-0.0167215
63108,aeolian,名詞,-0.0167215
63109,achaian,名詞,-0.0167215
63110,achaean,名詞,-0.0167215
63111,reticulocyte,名詞,-0.0167218
63112,navy,名詞,-0.0167223
63113,breakers,名詞,-0.0167231
63114,hominidae,名詞,-0.0167263
63115,aerate,動詞,-0.016728
63116,desquamate,動詞,-0.0167347
63117,interrogation,名詞,-0.0167386
63118,demerara,名詞,-0.0167402
63119,pair,名詞,-0.0167413
63120,vomer,名詞,-0.0167417
63121,heterology,名詞,-0.0167421
63122,choline,名詞,-0.0167456
63123,grassroots,形容詞,-0.0167461
63124,bivalve,名詞,-0.0167461
63125,hurdler,名詞,-0.0167464
63126,protropin,名詞,-0.01675
63127,edgar,名詞,-0.0167611
63128,scintilla,名詞,-0.0167621
63129,dimetapp,名詞,-0.0167621
63130,cellular,形容詞,-0.0167622
63131,hourglass,名詞,-0.0167721
63132,turnicidae,名詞,-0.016776
63133,diffused,形容詞,-0.0167762
63134,implementation,名詞,-0.0167819
63135,erwinia,名詞,-0.0167873
63136,nim,名詞,-0.0167883
63137,rhamnaceae,名詞,-0.0167884
63138,microgliacyte,名詞,-0.0167898
63139,fricassee,名詞,-0.016794
63140,projection,名詞,-0.0167971
63141,try-on,名詞,-0.0168024
63142,gasbag,名詞,-0.0168028
63143,periscope,名詞,-0.0168034
63144,refill,動詞,-0.0168096
63145,skid,動詞,-0.0168149
63146,pappose,形容詞,-0.0168149
63147,psychophysiology,名詞,-0.0168171
63148,neuropsychology,名詞,-0.0168171
63149,apologetic,形容詞,-0.0168191
63150,aggeus,名詞,-0.0168193
63151,haggai,名詞,-0.0168194
63152,zigadene,名詞,-0.0168238
63153,warthog,名詞,-0.0168238
63154,murrain,名詞,-0.0168248
63155,cat's-ear,名詞,-0.0168269
63156,bedground,名詞,-0.0168279
63157,bed-ground,名詞,-0.0168279
63158,heterostracan,名詞,-0.0168285
63159,screwballer,名詞,-0.01683
63160,joystick,名詞,-0.0168376
63161,earsplitting,形容詞,-0.0168412
63162,deafening,形容詞,-0.0168412
63163,buckram,名詞,-0.0168416
63164,haik,名詞,-0.0168442
63165,haick,名詞,-0.0168442
63166,flameproof,形容詞,-0.0168445
63167,flame-retardant,形容詞,-0.0168445
63168,bricklaying,名詞,-0.0168458
63169,belisarius,名詞,-0.0168482
63170,lollop,動詞,-0.0168545
63171,photographically,副詞,-0.0168547
63172,fibrocalcific,形容詞,-0.0168552
63173,paragraph,名詞,-0.0168572
63174,extrusive,形容詞,-0.016861
63175,berne,名詞,-0.0168616
63176,bern,名詞,-0.0168616
63177,obtuseness,名詞,-0.0168657
63178,psychometrics,名詞,-0.0168658
63179,meanspiritedly,副詞,-0.0168677
63180,almoner,名詞,-0.0168692
63181,preteen,形容詞,-0.0168706
63182,valvular,形容詞,-0.0168733
63183,ginkgoaceae,名詞,-0.0168821
63184,abortively,副詞,-0.0168895
63185,unsweetened,形容詞,-0.0168899
63186,surreptitiously,副詞,-0.0168921
63187,hodoscope,名詞,-0.0168973
63188,solo,形容詞,-0.0169066
63189,bollworm,名詞,-0.0169089
63190,hydrochloride,名詞,-0.0169094
63191,lumbering,形容詞,-0.0169108
63192,reversible,名詞,-0.0169116
63193,glyceraldehyde,名詞,-0.0169134
63194,prosodic,形容詞,-0.0169158
63195,putdownable,形容詞,-0.0169169
63196,secreter,名詞,-0.0169204
63197,secretor,名詞,-0.0169205
63198,chiasm,名詞,-0.0169242
63199,myelinic,形容詞,-0.0169244
63200,ashen,形容詞,-0.0169246
63201,enkaid,名詞,-0.0169248
63202,encainide,名詞,-0.0169248
63203,wardership,名詞,-0.0169262
63204,wardenship,名詞,-0.0169262
63205,thracian,名詞,-0.0169268
63206,concoction,名詞,-0.0169297
63207,civvies,名詞,-0.016932
63208,civies,名詞,-0.016932
63209,vociferate,動詞,-0.016936
63210,hexagonal,形容詞,-0.0169386
63211,figwort,名詞,-0.0169409
63212,mdi,名詞,-0.016943
63213,markaz-ud-dawa-wal-irshad,名詞,-0.016943
63214,overacting,名詞,-0.0169437
63215,hamming,名詞,-0.0169437
63216,sneeze,動詞,-0.0169472
63217,aground,副詞,-0.0169476
63218,scandentia,名詞,-0.01695
63219,durian,名詞,-0.0169502
63220,hemiptera,名詞,-0.016951
63221,tankage,名詞,-0.016953
63222,inconclusively,副詞,-0.016957
63223,cinerary,形容詞,-0.0169573
63224,transferrin,名詞,-0.016959
63225,siderophilin,名詞,-0.016959
63226,merrimac,名詞,-0.0169655
63227,brown,形容詞,-0.0169684
63228,near,形容詞,-0.0169707
63229,iglu,名詞,-0.016978
63230,igloo,名詞,-0.016978
63231,sonnet,名詞,-0.0169787
63232,unarmoured,形容詞,-0.0169792
63233,unarmored,形容詞,-0.0169792
63234,arty,形容詞,-0.0169811
63235,pruner,名詞,-0.0169885
63236,gynophore,名詞,-0.0169895
63237,ranch,名詞,-0.0169901
63238,cracklings,名詞,-0.0170063
63239,tapper,名詞,-0.0170113
63240,cuticle,名詞,-0.0170113
63241,alexia,名詞,-0.0170124
63242,approaching,名詞,-0.0170162
63243,conditionally,副詞,-0.0170218
63244,gender,名詞,-0.0170231
63245,closed-minded,形容詞,-0.0170246
63246,close-minded,形容詞,-0.0170246
63247,dubbin,名詞,-0.0170251
63248,sitar,名詞,-0.0170336
63249,constringe,動詞,-0.0170367
63250,overbite,名詞,-0.0170398
63251,ice,動詞,-0.0170439
63252,alloantibody,名詞,-0.0170449
63253,isoantibody,名詞,-0.017045
63254,kerb,名詞,-0.0170453
63255,spoof,名詞,-0.0170468
63256,sendup,名詞,-0.0170468
63257,pasquinade,名詞,-0.0170468
63258,lampoon,名詞,-0.0170468
63259,westerly,形容詞,-0.0170539
63260,pallasite,名詞,-0.0170575
63261,freight,名詞,-0.0170629
63262,austin,名詞,-0.0170645
63263,annapolis,名詞,-0.0170645
63264,ciliated,形容詞,-0.0170658
63265,overstuff,動詞,-0.0170706
63266,weather,動詞,-0.017071
63267,spritzer,名詞,-0.0170757
63268,aerially,副詞,-0.0170787
63269,babirussa,名詞,-0.0170802
63270,babirusa,名詞,-0.0170802
63271,babiroussa,名詞,-0.0170802
63272,fomite,名詞,-0.0170806
63273,separable,形容詞,-0.017083
63274,undertone,名詞,-0.0170848
63275,everting,名詞,-0.0170855
63276,mammalogy,名詞,-0.0170876
63277,inaccurately,副詞,-0.0170876
63278,faultily,副詞,-0.0170876
63279,masterless,形容詞,-0.0170904
63280,lordless,形容詞,-0.0170904
63281,stridently,副詞,-0.0170919
63282,rotor,名詞,-0.017098
63283,grog,名詞,-0.0170999
63284,ted,名詞,-0.0171019
63285,dromaeosauridae,名詞,-0.017102
63286,oblong,形容詞,-0.0171064
63287,fractionation,名詞,-0.0171086
63288,anovulant,名詞,-0.0171088
63289,film,動詞,-0.0171113
63290,mouthpart,名詞,-0.0171121
63291,saliferous,形容詞,-0.0171125
63292,mortal,名詞,-0.0171152
63293,petticoat,名詞,-0.0171172
63294,go-as-you-please,形容詞,-0.0171185
63295,soot,名詞,-0.0171203
63296,xxy-syndrome,名詞,-0.0171229
63297,logorrhea,名詞,-0.0171254
63298,logomania,名詞,-0.0171254
63299,gondola,名詞,-0.0171255
63300,tramway,名詞,-0.0171256
63301,mackenzie,名詞,-0.0171263
63302,framboesia,名詞,-0.0171319
63303,frambesia,名詞,-0.0171319
63304,purely,副詞,-0.0171348
63305,rigatoni,名詞,-0.017137
63306,demulsify,動詞,-0.0171385
63307,pancreatitis,名詞,-0.0171396
63308,anamorphism,名詞,-0.0171399
63309,subrogate,動詞,-0.017141
63310,rectal,形容詞,-0.0171416
63311,absolutism,名詞,-0.0171423
63312,egress,名詞,-0.017148
63313,passionateness,名詞,-0.017149
63314,operatively,副詞,-0.0171512
63315,predication,名詞,-0.0171518
63316,appearance,名詞,-0.0171519
63317,iaea,名詞,-0.017153
63318,unbooked,形容詞,-0.0171552
63319,passero,名詞,-0.0171599
63320,burnup,名詞,-0.0171606
63321,crinkle-root,名詞,-0.0171625
63322,toothwort,名詞,-0.0171626
63323,crinkleroot,名詞,-0.0171626
63324,channels,名詞,-0.0171637
63325,silo,名詞,-0.0171652
63326,spay,動詞,-0.017168
63327,featherweight,形容詞,-0.0171686
63328,cockfight,名詞,-0.0171716
63329,acrophobia,名詞,-0.0171734
63330,parvis,名詞,-0.0171873
63331,oblivious,形容詞,-0.0171915
63332,metazoa,名詞,-0.0171938
63333,ineffable,形容詞,-0.0171942
63334,paging,名詞,-0.0171952
63335,hire,動詞,-0.0171959
63336,patka,名詞,-0.017199
63337,undeservedly,副詞,-0.0172004
63338,recondite,形容詞,-0.0172049
63339,gourd,名詞,-0.0172066
63340,feat,名詞,-0.0172072
63341,pollen,名詞,-0.0172114
63342,fluorouracil,名詞,-0.0172121
63343,teak,名詞,-0.0172125
63344,hard-to-please,形容詞,-0.0172197
63345,interlude,名詞,-0.0172199
63346,hydraulics,名詞,-0.0172212
63347,oriental,名詞,-0.0172223
63348,washed-out,形容詞,-0.0172234
63349,hypochoeris,名詞,-0.0172236
63350,hypochaeris,名詞,-0.0172236
63351,decrepitude,名詞,-0.017226
63352,papyrus,名詞,-0.0172313
63353,utilisation,名詞,-0.0172315
63354,cygnus,名詞,-0.0172328
63355,camelopard,名詞,-0.0172348
63356,md,名詞,-0.0172351
63357,canal,名詞,-0.0172396
63358,orchidales,名詞,-0.01724
63359,ivorybill,名詞,-0.0172402
63360,pathogenesis,名詞,-0.0172411
63361,concavity,名詞,-0.0172436
63362,ironshod,形容詞,-0.0172437
63363,nakedwood,名詞,-0.0172476
63364,vaccinia,名詞,-0.0172487
63365,nonsovereign,形容詞,-0.0172487
63366,nonautonomous,形容詞,-0.0172487
63367,shirtfront,名詞,-0.0172533
63368,anteater,名詞,-0.0172614
63369,checkered,形容詞,-0.0172639
63370,stoppered,形容詞,-0.0172646
63371,manoeuvre,名詞,-0.0172685
63372,buccal,形容詞,-0.0172698
63373,dle,名詞,-0.0172702
63374,parking,名詞,-0.0172703
63375,slab,名詞,-0.0172722
63376,postulate,動詞,-0.0172746
63377,putter,動詞,-0.0172755
63378,recuse,動詞,-0.0172773
63379,mandioca,名詞,-0.0172776
63380,mandioc,名詞,-0.0172776
63381,gari,名詞,-0.0172776
63382,naively,副詞,-0.0172787
63383,wellpoint,名詞,-0.01728
63384,cistern,名詞,-0.0172823
63385,cm,名詞,-0.0172837
63386,raft,動詞,-0.017285
63387,necrotic,形容詞,-0.017285
63388,brindle,形容詞,-0.0172856
63389,brinded,形容詞,-0.0172856
63390,tabby,形容詞,-0.0172857
63391,shoe,名詞,-0.0172858
63392,hydrokinetics,名詞,-0.017294
63393,shiftily,副詞,-0.0172942
63394,pseudocyesis,名詞,-0.017299
63395,strategical,形容詞,-0.017304
63396,eviscerate,動詞,-0.0173047
63397,simaroubaceae,名詞,-0.0173049
63398,shaven,形容詞,-0.0173053
63399,shaved,形容詞,-0.0173054
63400,animalia,名詞,-0.0173075
63401,unexpressible,形容詞,-0.0173094
63402,sheaf,名詞,-0.0173097
63403,penicillamine,名詞,-0.0173101
63404,cuprimine,名詞,-0.0173101
63405,sere,形容詞,-0.0173118
63406,sear,形容詞,-0.0173118
63407,sideburn,名詞,-0.017312
63408,side-whiskers,名詞,-0.017312
63409,blocky,形容詞,-0.0173143
63410,blockish,形容詞,-0.0173143
63411,flash-forward,名詞,-0.0173176
63412,champlain,名詞,-0.0173206
63413,starless,形容詞,-0.0173224
63414,criminological,形容詞,-0.017326
63415,internship,名詞,-0.0173293
63416,therapsida,名詞,-0.0173317
63417,camelpox,名詞,-0.0173346
63418,melanosis,名詞,-0.0173376
63419,melanism,名詞,-0.0173376
63420,dispenser,名詞,-0.0173403
63421,sight-read,動詞,-0.017341
63422,corduroy,動詞,-0.0173428
63423,downsizing,名詞,-0.0173433
63424,foundering,名詞,-0.0173437
63425,testacean,名詞,-0.0173438
63426,punkah,名詞,-0.0173444
63427,subpoena,名詞,-0.0173454
63428,skinny,形容詞,-0.0173476
63429,desynchronize,動詞,-0.0173488
63430,desynchronise,動詞,-0.0173488
63431,crypt,名詞,-0.0173506
63432,undocumented,形容詞,-0.0173542
63433,confining,形容詞,-0.0173543
63434,denier,名詞,-0.0173548
63435,slope,動詞,-0.0173557
63436,crimson,形容詞,-0.0173664
63437,gaur,名詞,-0.0173666
63438,accelerator,名詞,-0.0173697
63439,snapshot,名詞,-0.01737
63440,wop,名詞,-0.0173701
63441,greaseball,名詞,-0.0173701
63442,dago,名詞,-0.0173701
63443,athwart,副詞,-0.0173748
63444,unlocated,形容詞,-0.0173787
63445,snail,名詞,-0.0173796
63446,dropper,名詞,-0.01738
63447,andosite,名詞,-0.0173802
63448,hyperparathyroidism,名詞,-0.0173811
63449,cotter,名詞,-0.0173814
63450,gallamine,名詞,-0.0173824
63451,flaxedil,名詞,-0.0173824
63452,pisces,名詞,-0.0173825
63453,copal,名詞,-0.0173826
63454,leftmost,形容詞,-0.017384
63455,unamended,形容詞,-0.0173842
63456,banyan,名詞,-0.0173857
63457,half-slip,名詞,-0.0173865
63458,overskirt,名詞,-0.0173892
63459,spacey,形容詞,-0.0173898
63460,spacy,形容詞,-0.0173899
63461,succussion,名詞,-0.0173922
63462,belladonna,名詞,-0.0173935
63463,immodestly,副詞,-0.0173953
63464,jotter,名詞,-0.0173961
63465,level,動詞,-0.0173973
63466,bwr,名詞,-0.0173988
63467,reflation,名詞,-0.0174008
63468,moray,名詞,-0.0174033
63469,lumpectomy,名詞,-0.017405
63470,parrotlike,形容詞,-0.0174074
63471,radiophonic,形容詞,-0.0174085
63472,tossing,形容詞,-0.0174109
63473,cavernous,形容詞,-0.0174139
63474,bourgeon,動詞,-0.017415
63475,nitrobenzene,名詞,-0.01742
63476,hyperpituitarism,名詞,-0.0174261
63477,psilosis,名詞,-0.0174275
63478,morosely,副詞,-0.0174278
63479,slave,動詞,-0.0174282
63480,chalcopyrite,名詞,-0.0174288
63481,sparerib,名詞,-0.0174337
63482,hem,名詞,-0.0174354
63483,antiaircraft,名詞,-0.0174358
63484,ack-ack,名詞,-0.0174358
63485,lopper,名詞,-0.0174445
63486,brandt,名詞,-0.0174452
63487,avalanche,動詞,-0.0174475
63488,unstartling,形容詞,-0.0174481
63489,carnivorous,形容詞,-0.0174483
63490,numbers,名詞,-0.017449
63491,epizoic,形容詞,-0.0174495
63492,malposition,名詞,-0.0174498
63493,cowbell,名詞,-0.0174534
63494,mankind,名詞,-0.0174575
63495,posthitis,名詞,-0.0174577
63496,trumpets,名詞,-0.0174617
63497,marbleized,形容詞,-0.0174627
63498,marbleised,形容詞,-0.0174627
63499,tobogganing,名詞,-0.0174692
63500,cathexis,名詞,-0.0174703
63501,blackamoor,名詞,-0.0174718
63502,negroid,名詞,-0.0174719
63503,negro,名詞,-0.0174719
63504,smell,名詞,-0.0174731
63505,streptolysin,名詞,-0.0174739
63506,dab,動詞,-0.0174758
63507,brigade,名詞,-0.0174783
63508,unsymbolic,形容詞,-0.0174859
63509,nonrepresentative,形容詞,-0.0174859
63510,covered,形容詞,-0.0174913
63511,malacostraca,名詞,-0.0174967
63512,falling,形容詞,-0.0174996
63513,anaemic,形容詞,-0.017505
63514,revolutionary,形容詞,-0.0175074
63515,enteropathy,名詞,-0.0175084
63516,layoff,名詞,-0.0175096
63517,hackberry,名詞,-0.0175127
63518,bulbar,形容詞,-0.0175128
63519,effortfulness,名詞,-0.0175129
63520,bugology,名詞,-0.0175131
63521,elaborateness,名詞,-0.0175139
63522,pondweed,名詞,-0.0175178
63523,monocytosis,名詞,-0.0175184
63524,barebacked,形容詞,-0.0175224
63525,bareback,形容詞,-0.0175224
63526,uintatherium,名詞,-0.0175267
63527,thujopsis,名詞,-0.0175275
63528,sawfish,名詞,-0.0175286
63529,scalpel,名詞,-0.0175288
63530,ni-resist,名詞,-0.0175343
63531,millwheel,名詞,-0.0175344
63532,relent,動詞,-0.017535
63533,spline,名詞,-0.0175367
63534,concerned,形容詞,-0.0175397
63535,bodiless,形容詞,-0.017542
63536,vanishing,名詞,-0.0175421
63537,analeptic,名詞,-0.0175448
63538,oscillation,名詞,-0.0175454
63539,psychometry,名詞,-0.0175477
63540,psychometrika,名詞,-0.0175477
63541,nonworker,名詞,-0.0175483
63542,intermittent,形容詞,-0.0175491
63543,menstruum,名詞,-0.0175495
63544,defoliant,名詞,-0.0175502
63545,splay,形容詞,-0.0175564
63546,unicorn,名詞,-0.0175565
63547,parenterally,副詞,-0.0175608
63548,epigastric,形容詞,-0.0175625
63549,motherwort,名詞,-0.0175634
63550,dexedrine,名詞,-0.0175639
63551,ctc,名詞,-0.0175641
63552,automat,名詞,-0.0175689
63553,antecubital,形容詞,-0.0175707
63554,esterify,動詞,-0.0175723
63555,hare,動詞,-0.0175756
63556,tramline,名詞,-0.0175808
63557,biracial,形容詞,-0.0175827
63558,barrow,名詞,-0.0175863
63559,hypobetalipoproteinemia,名詞,-0.0175921
63560,marbled,形容詞,-0.0175933
63561,stoneware,名詞,-0.017595
63562,nine-spot,名詞,-0.0175956
63563,eight-spot,名詞,-0.0175956
63564,koestler,名詞,-0.0175976
63565,leftish,形容詞,-0.0176065
63566,pulsation,名詞,-0.0176072
63567,jacob,名詞,-0.0176077
63568,turf,動詞,-0.0176113
63569,misdo,動詞,-0.0176119
63570,misleadingly,副詞,-0.0176124
63571,deceivingly,副詞,-0.0176124
63572,power,動詞,-0.0176137
63573,substrate,名詞,-0.017616
63574,onion,名詞,-0.0176221
63575,exophthalmos,名詞,-0.0176242
63576,washingtonian,形容詞,-0.0176255
63577,palatal,形容詞,-0.0176299
63578,sigyn,名詞,-0.0176323
63579,gloriosa,名詞,-0.0176345
63580,nitrate,名詞,-0.0176367
63581,heuristic,名詞,-0.0176406
63582,half,名詞,-0.0176421
63583,scorching,形容詞,-0.0176422
63584,debit,名詞,-0.0176438
63585,gumbo,名詞,-0.0176447
63586,actin,名詞,-0.0176467
63587,crossword,名詞,-0.0176491
63588,dithering,名詞,-0.0176492
63589,incisor,名詞,-0.0176493
63590,bilberry,名詞,-0.0176559
63591,almandite,名詞,-0.0176583
63592,good-king-henry,名詞,-0.0176638
63593,allgood,名詞,-0.0176638
63594,paleology,名詞,-0.0176646
63595,palaeology,名詞,-0.0176646
63596,hopsacking,名詞,-0.0176656
63597,hopsack,名詞,-0.0176656
63598,jurywoman,名詞,-0.017666
63599,juryman,名詞,-0.017666
63600,ampere-minute,名詞,-0.0176673
63601,ampere-hour,名詞,-0.0176673
63602,blank,動詞,-0.0176686
63603,nab,動詞,-0.0176696
63604,dive-bombing,名詞,-0.0176696
63605,gastrointestinal,形容詞,-0.0176705
63606,introvert,動詞,-0.0176706
63607,pyrrophyta,名詞,-0.0176716
63608,hardtop,名詞,-0.0176729
63609,spondylitis,名詞,-0.017673
63610,sagitta,名詞,-0.017674
63611,chive,名詞,-0.0176764
63612,deck,名詞,-0.0176797
63613,denitrify,動詞,-0.0176818
63614,dm,名詞,-0.0176843
63615,soundlessly,副詞,-0.0176888
63616,pantile,名詞,-0.0176894
63617,coupe,名詞,-0.0176896
63618,plough,動詞,-0.0176904
63619,subdeacon,名詞,-0.017692
63620,convallariaceae,名詞,-0.0176933
63621,colchicaceae,名詞,-0.0176933
63622,xanthorrhoeaceae,名詞,-0.0176934
63623,tecophilaeacea,名詞,-0.0176934
63624,smilacaceae,名詞,-0.0176934
63625,ruscaceae,名詞,-0.0176934
63626,phlebectomy,名詞,-0.0176944
63627,sass,動詞,-0.0176975
63628,psychotherapeutics,名詞,-0.0176985
63629,landslide,名詞,-0.0176993
63630,decrepitation,名詞,-0.0177014
63631,misdate,動詞,-0.0177053
63632,swirling,形容詞,-0.0177063
63633,osteosclerosis,名詞,-0.0177103
63634,shaper,名詞,-0.0177115
63635,thales,名詞,-0.0177146
63636,necessitarian,名詞,-0.0177147
63637,unopened,形容詞,-0.017715
63638,ornithologist,名詞,-0.0177153
63639,clearway,名詞,-0.0177154
63640,herpetology,名詞,-0.0177184
63641,ganoidei,名詞,-0.0177228
63642,softened,形容詞,-0.0177266
63643,outrider,名詞,-0.0177284
63644,turbojet,名詞,-0.0177288
63645,postmark,名詞,-0.0177304
63646,nortriptyline,名詞,-0.0177324
63647,pamelor,名詞,-0.0177325
63648,baa,動詞,-0.0177334
63649,blate,動詞,-0.0177335
63650,blat,動詞,-0.0177335
63651,osteomalacia,名詞,-0.0177336
63652,geothermally,副詞,-0.0177347
63653,tamer,名詞,-0.0177373
63654,imbricated,形容詞,-0.0177407
63655,imbricate,形容詞,-0.0177407
63656,conscript,動詞,-0.0177462
63657,aztec,名詞,-0.0177468
63658,slim,動詞,-0.017751
63659,brownshirt,名詞,-0.0177521
63660,suer,名詞,-0.0177522
63661,monopolist,名詞,-0.0177524
63662,monopoliser,名詞,-0.0177524
63663,monopolizer,名詞,-0.0177525
63664,sextant,名詞,-0.0177544
63665,edmonton,名詞,-0.0177547
63666,uskub,名詞,-0.0177619
63667,skoplje,名詞,-0.0177619
63668,skopje,名詞,-0.0177619
63669,percentile,名詞,-0.0177663
63670,centile,名詞,-0.0177663
63671,andryala,名詞,-0.01777
63672,cassia,名詞,-0.0177726
63673,tramontane,名詞,-0.0177732
63674,tramontana,名詞,-0.0177732
63675,locating,名詞,-0.0177734
63676,rickettsias,名詞,-0.0177736
63677,dibble,名詞,-0.0177767
63678,dibber,名詞,-0.0177767
63679,five-finger,名詞,-0.017777
63680,saltwort,名詞,-0.0177799
63681,allele,名詞,-0.0177804
63682,voussoir,名詞,-0.0177817
63683,tophus,名詞,-0.0177847
63684,padder,名詞,-0.017789
63685,footpad,名詞,-0.017789
63686,doolittle,名詞,-0.0177924
63687,umbilical,形容詞,-0.0177933
63688,pye-dog,名詞,-0.0177946
63689,pie-dog,名詞,-0.0177946
63690,neckline,名詞,-0.0177982
63691,hirsutism,名詞,-0.0178049
63692,autoloader,名詞,-0.017806
63693,unspecialized,形容詞,-0.0178069
63694,unspecialised,形容詞,-0.0178069
63695,origin,名詞,-0.0178076
63696,teamster,名詞,-0.0178115
63697,utterable,形容詞,-0.0178164
63698,speakable,形容詞,-0.0178164
63699,yin,名詞,-0.0178179
63700,infirmity,名詞,-0.0178194
63701,podzol,名詞,-0.0178198
63702,podsol,名詞,-0.0178198
63703,tiu,名詞,-0.0178218
63704,vignette,名詞,-0.0178219
63705,phalanx,名詞,-0.0178232
63706,anaerobe,名詞,-0.0178235
63707,gsr,名詞,-0.0178236
63708,gunboat,名詞,-0.0178309
63709,antioxidant,名詞,-0.0178317
63710,pica,名詞,-0.017833
63711,mid-off,名詞,-0.0178335
63712,gunlock,名詞,-0.0178356
63713,rivetter,名詞,-0.0178357
63714,riveter,名詞,-0.0178357
63715,shantung,名詞,-0.0178367
63716,gregariousness,名詞,-0.0178369
63717,menses,名詞,-0.0178376
63718,morula,名詞,-0.0178395
63719,davy,名詞,-0.0178407
63720,pacemaker,名詞,-0.017843
63721,jerry-built,形容詞,-0.0178433
63722,hawkins,名詞,-0.0178459
63723,demasculinize,動詞,-0.0178466
63724,demasculinise,動詞,-0.0178466
63725,myotomy,名詞,-0.0178492
63726,diplopia,名詞,-0.0178497
63727,sphinx,名詞,-0.0178498
63728,close-cropped,形容詞,-0.0178525
63729,intertrigo,名詞,-0.0178563
63730,puff,名詞,-0.0178635
63731,pack,動詞,-0.0178642
63732,currently,副詞,-0.0178643
63733,untechnical,形容詞,-0.0178648
63734,vasectomize,動詞,-0.0178656
63735,vasectomise,動詞,-0.0178656
63736,lashings,名詞,-0.0178659
63737,phoradendron,名詞,-0.0178661
63738,conyza,名詞,-0.0178712
63739,triple,形容詞,-0.0178716
63740,bukharin,名詞,-0.0178716
63741,multilevel,形容詞,-0.0178721
63742,simarouba,名詞,-0.0178741
63743,diagnosis,名詞,-0.0178751
63744,empty-bellied,形容詞,-0.0178781
63745,alexandria,名詞,-0.0178878
63746,despotical,形容詞,-0.0178904
63747,spot-welder,名詞,-0.0178916
63748,honiara,名詞,-0.0178941
63749,monocycle,名詞,-0.0178962
63750,thoroughbred,名詞,-0.0178978
63751,handle-bars,名詞,-0.0178995
63752,myeline,名詞,-0.0179013
63753,shabu,名詞,-0.0179033
63754,oilstove,名詞,-0.0179037
63755,unconnectedness,名詞,-0.0179053
63756,evacuated,形容詞,-0.0179062
63757,elamite,名詞,-0.0179095
63758,obligatory,形容詞,-0.0179139
63759,waggle,動詞,-0.0179143
63760,trepidly,副詞,-0.0179169
63761,timorously,副詞,-0.0179169
63762,milky,形容詞,-0.0179187
63763,tam-tam,名詞,-0.0179193
63764,visualized,形容詞,-0.0179216
63765,visualised,形容詞,-0.0179216
63766,envisioned,形容詞,-0.0179216
63767,mil,名詞,-0.0179261
63768,lacrosse,名詞,-0.0179286
63769,ultramicroscopic,形容詞,-0.0179297
63770,m.m.,名詞,-0.0179311
63771,fabric,名詞,-0.0179347
63772,hepatotoxic,形容詞,-0.0179367
63773,kerion,名詞,-0.0179369
63774,vesicate,動詞,-0.0179382
63775,bamako,名詞,-0.0179404
63776,peccary,名詞,-0.0179446
63777,nick,動詞,-0.0179456
63778,grubbiness,名詞,-0.0179493
63779,griminess,名詞,-0.0179493
63780,hippodrome,名詞,-0.0179523
63781,sledgehammer,名詞,-0.0179526
63782,maul,名詞,-0.0179526
63783,limpet,名詞,-0.0179526
63784,dysplasia,名詞,-0.0179536
63785,hardwood,形容詞,-0.0179551
63786,polyhedron,名詞,-0.0179569
63787,closure,名詞,-0.017958
63788,tashunca-uitco,名詞,-0.0179581
63789,opinion,名詞,-0.0179625
63790,jem,名詞,-0.0179635
63791,jaish-i-mohammed,名詞,-0.0179635
